id,station_name,latitude,longitude,key,filename,title,rel_folder,date_start,date_end
kg_97600,Stasiun Meteorologi Emalamo,-2.05,126.0,/stations/stakg_97600,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97630,Stasiun Meteorologi Torea,-2.91938,132.26496,/stations/stakg_97630,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97682,Stasiun Meteorologi Nabire,-3.3521,135.52,/stations/stakg_97682,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97686,Stasiun Meteorologi Wamena Jaya Wijaya,-4.08861,138.94639,/stations/stakg_97686,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97690,Stasiun Meteorologi Sentani,-2.57,140.48,/stations/stakg_97690,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97692,Stasiun Klimatologi Jayapura,-2.59231,140.16792,/stations/stakg_97692,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2013-01-01,2020-12-01
kg_97694,Stasiun Klimatologi Papua Barat,-1.47,134.19,/stations/stakg_97694,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97698,Stasiun Meteorologi Dok II Jayapura,-2.53,140.72,/stations/stakg_97698,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97700,Stasiun Meteorologi Namlea,-3.25,127.08,/stations/stakg_97700,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97722,Stasiun Meteorologi Amahai,-3.3464,128.9284,/stations/stakg_97722,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97724,Stasiun Meteorologi Pattimura,-3.7114,128.0957,/stations/stakg_97724,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97726,Stasiun Klimatologi Maluku,-3.25,128.4,/stations/stakg_97726,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97728,Stasiun Geofisika Ambon,-3.69,128.19,/stations/stakg_97728,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2013-11-01,2013-11-01
kg_97730,Stasiun Meteorologi Maritim Ambon,-3.79053,128.10075,/stations/stakg_97730,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2019-09-01,2020-12-01
kg_97748,Stasiun Meteorologi Kuffar,-3.8813,130.88,/stations/stakg_97748,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97760,Stasiun Meteorologi Utarom,-3.67,133.75,/stations/stakg_97760,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2013-07-01,2020-12-01
kg_97780,Stasiun Meteorologi Enarotali,-3.92688,136.38,/stations/stakg_97780,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97790,Stasiun Meteorologi Bandaneira,-4.52338,129.9043,/stations/stakg_97790,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97796,Stasiun Meteorologi Mozez Kilangin,-4.53006,136.89348,/stations/stakg_97796,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97810,Stasiun Meteorologi Karel Sadsuitubun,-5.6637,132.7362,/stations/stakg_97810,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97876,Stasiun Meteorologi Tanah Merah,-6.1,140.31,/stations/stakg_97876,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97900,Stasiun Meteorologi Mathilda Batlayeri,-7.98,131.3,/stations/stakg_97900,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
kg_97978,Stasiun Klimatologi Merauke,-8.387,140.517,/stations/stakg_97978,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2019-01-01,2020-12-01
kg_97980,Stasiun Meteorologi Mopah,-8.52019,140.41568,/stations/stakg_97980,comp_kaggle_rainfall.h5,Kaggle,data\completeness,2010-01-01,2020-12-01
